SortOrder,Tblname,AttributeLabel,AttributeDescription,AttributeUnit
432,EMRI_Data,Te_ppb_ICPH2O,"Tellurium, in parts per billion by weight, determined by ICP-MS (C-ICPOES_MS-H2O). Method detection range: >= 1 ppb Te (changed to  >= 0.1 ppb Te February 2024). Concentrations less than the Lower Detection Limit (<LDL) are identified with a negative sign (-LDL). Sample solutions with concentrations exceeding the Upper Detection Limit were diluted and reanalyzed to provide an actual concentration value. A blank or NULL value indicates that no data are available.",parts per billion by weight (ppb)
433,EMRI_Data,Th_ppb_ICPH2O,"Thorium, in parts per billion by weight, determined by ICP-MS (C-ICPOES_MS-H2O). Method detection range: >= 1 ppb Th (changed to  >= 0.1 ppb Th February 2024). Concentrations less than the Lower Detection Limit (<LDL) are identified with a negative sign (-LDL). Sample solutions with concentrations exceeding the Upper Detection Limit were diluted and reanalyzed to provide an actual concentration value. A blank or NULL value indicates that no data are available.",parts per billion by weight (ppb)
434,EMRI_Data,Ti_ppb_ICPH2O,"Titanium, in parts per billion by weight, determined by ICP-MS (C-ICPOES_MS-H2O). Method detection range: >= 0.5 ppb Ti (changed to >= 0.07 ppb Ti February 2024). Concentrations less than the Lower Detection Limit (<LDL) are identified with a negative sign (-LDL). Sample solutions with concentrations exceeding the Upper Detection Limit were diluted and reanalyzed to provide an actual concentration value. A blank or NULL value indicates that no data are available.",parts per billion by weight (ppb)
435,EMRI_Data,Tl_ppb_ICPH2O,"Thallium, in parts per billion by weight, determined by ICP-MS (C-ICPOES_MS-H2O). Method detection range: >= 0.05 ppb Tl (changed to >= 0.005 ppb Tl February 2024). Concentrations less than the Lower Detection Limit (<LDL) are identified with a negative sign (-LDL). Sample solutions with concentrations exceeding the Upper Detection Limit were diluted and reanalyzed to provide an actual concentration value. A blank or NULL value indicates that no data are available.",parts per billion by weight (ppb)
436,EMRI_Data,Tm_ppb_ICPH2O,"Thulium, in parts per billion by weight, determined by ICP-MS (C-ICPOES_MS-H2O). Method detection range: >= 0.1 ppb Tm. Concentrations less than the Lower Detection Limit (<LDL) are identified with a negative sign (-LDL). Sample solutions with concentrations exceeding the Upper Detection Limit were diluted and reanalyzed to provide an actual concentration value. A blank or NULL value indicates that no data are available.",parts per billion by weight (ppb)
437,EMRI_Data,U_ppb_ICPH2O,"Uranium, in parts per billion by weight, determined by ICP-MS (C-ICPOES_MS-H2O). Method detection range: >= 0.02 ppb U (changed to >= 0.002 ppb U February 2024). Concentrations less than the Lower Detection Limit (<LDL) are identified with a negative sign (-LDL). Sample solutions with concentrations exceeding the Upper Detection Limit were diluted and reanalyzed to provide an actual concentration value. A blank or NULL value indicates that no data are available.",parts per billion by weight (ppb)
438,EMRI_Data,V_ppb_ICPH2O,"Vanadium, in parts per billion by weight, determined by ICP-MS (C-ICPOES_MS-H2O). Method detection range: >= 0.1 ppb V (changed to >= 0.01 ppb V February 2024). Concentrations less than the Lower Detection Limit (<LDL) are identified with a negative sign (-LDL). Sample solutions with concentrations exceeding the Upper Detection Limit were diluted and reanalyzed to provide an actual concentration value. A blank or NULL value indicates that no data are available.",parts per billion by weight (ppb)
439,EMRI_Data,W_ppb_ICPH2O,"Tungsten, in parts per billion by weight, determined by ICP-MS (C-ICPOES_MS-H2O). Method detection range: >= 0.2 ppb W (changed to >= 0.02 ppb W February 2024). Concentrations less than the Lower Detection Limit (<LDL) are identified with a negative sign (-LDL). Sample solutions with concentrations exceeding the Upper Detection Limit were diluted and reanalyzed to provide an actual concentration value. A blank or NULL value indicates that no data are available.",parts per billion by weight (ppb)
440,EMRI_Data,Y_ppb_ICPH2O,"Yttrium, in parts per billion by weight, determined by ICP-MS (C-ICPOES_MS-H2O). Method detection range: >= 0.2 ppb Y (changed to >= 0.02 ppb Y February 2024). Concentrations less than the Lower Detection Limit (<LDL) are identified with a negative sign (-LDL). Sample solutions with concentrations exceeding the Upper Detection Limit were diluted and reanalyzed to provide an actual concentration value. A blank or NULL value indicates that no data are available.",parts per billion by weight (ppb)
441,EMRI_Data,Yb_ppb_ICPH2O,"Ytterbium, in parts per billion by weight, determined by ICP-MS (C-ICPOES_MS-H2O). Method detection range: >= 0.1 ppb Yb. Concentrations less than the Lower Detection Limit (<LDL) are identified with a negative sign (-LDL). Sample solutions with concentrations exceeding the Upper Detection Limit were diluted and reanalyzed to provide an actual concentration value. A blank or NULL value indicates that no data are available.",parts per billion by weight (ppb)
442,EMRI_Data,Zn_ppb_ICPH2O,"Zinc, in parts per billion by weight, determined by ICP-MS (C-ICPOES_MS-H2O). Method detection range: >= 20 ppb Zn (changed to >= 2 ppb Zn February 2024). Concentrations less than the Lower Detection Limit (<LDL) are identified with a negative sign (-LDL). Sample solutions with concentrations exceeding the Upper Detection Limit were diluted and reanalyzed to provide an actual concentration value. A blank or NULL value indicates that no data are available.",parts per billion by weight (ppb)
443,EMRI_Data,Zr_ppb_ICPH2O,"Zirconium, in parts per billion by weight, determined by ICP-MS (C-ICPOES_MS-H2O). Method detection range: >= 20 ppb Zr (changed to >= 2 ppb Zr February 2024). Concentrations less than the Lower Detection Limit (<LDL) are identified with a negative sign (-LDL). Sample solutions with concentrations exceeding the Upper Detection Limit were diluted and reanalyzed to provide an actual concentration value. A blank or NULL value indicates that no data are available.",parts per billion by weight (ppb)
501,Limits_AnalyticalMethods,SortOrder,An integer value used to sort records,
502,Limits_AnalyticalMethods,Analytic_Mthds,Laboratory codes for the analytical methods.,
503,Limits_AnalyticalMethods,Constituent,Element or constituent analyzed and reported.,
504,Limits_AnalyticalMethods,LowerDetectLimit,Lower Detection Limit for the listed constituent by the given analytical method.,Unit defined in associated Unit field
505,Limits_AnalyticalMethods,UpperDetectLimit,Upper Detection Limit for the listed constituent by the given analytical method.,Unit defined in associated Unit field
506,Limits_AnalyticalMethods,LowerDL2,New Lower Detection Limit for the listed constituent by the given analytical method (as of June 2022).,Unit defined in associated Unit field
507,Limits_AnalyticalMethods,UpperDL2,New Upper Detection Limit for the listed constituent by the given analytical method (as of June 2022). ,Unit defined in associated Unit field
508,Limits_AnalyticalMethods,Unit,Unit of measurement for the values listed in the Lower and Upper Detection Limit fields.,
509,Limits_AnalyticalMethods,Instrument,The analytical instrument used by the laboratory to determine constituent concentrations.,
510,Limits_AnalyticalMethods,Retired_Date,The date in which a detection limit was retired and replaced by a new detection limit,a date field with format m/d/yyyy
601,QAQC_Values,SortOrder,An integer value used to sort records,
602,QAQC_Values,GRM,USGS Geologic Reference Material (GRM) name,
603,QAQC_Values,ValueType,Type of reference value for the GRM. 'Preferred' = concentration values determined by analyzing the GRM by multiple laboratories and instruments. 'Mean' = values determined by the most recent calculation of the average concentration of multiple analyses by the current method and laboratory.,
604,QAQC_Values,Al_pct_ICP60,"Aluminum, in weight percent, determined by 60 Element ICP-OES-MS, Sodium Peroxide Fusion (C_ICPOES_MS-60). Expected GRM values below or above normal detection limits may be expressed with a 'less than' (<) or 'greater than' (>) symbol, respectively. A blank or NULL value indicates that no data are available.",weight percent (% or pct)
605,QAQC_Values,Ca_pct_ICP60,"Calcium, in weight percent, determined by 60 Element ICP-OES-MS, Sodium Peroxide Fusion (C_ICPOES_MS-60). Expected GRM values below or above normal detection limits may be expressed with a 'less than' (<) or 'greater than' (>) symbol, respectively. A blank or NULL value indicates that no data are available.",weight percent (% or pct)
606,QAQC_Values,Fe_pct_ICP60,"Iron, in weight percent, determined by 60 Element ICP-OES-MS, Sodium Peroxide Fusion (C_ICPOES_MS-60). Expected GRM values below or above normal detection limits may be expressed with a 'less than' (<) or 'greater than' (>) symbol, respectively. A blank or NULL value indicates that no data are available.",weight percent (% or pct)
607,QAQC_Values,K_pct_ICP60,"Potassium, in weight percent, determined by 60 Element ICP-OES-MS, Sodium Peroxide Fusion (C_ICPOES_MS-60). Expected GRM values below or above normal detection limits may be expressed with a 'less than' (<) or 'greater than' (>) symbol, respectively. A blank or NULL value indicates that no data are available.",weight percent (% or pct)
608,QAQC_Values,Mg_pct_ICP60,"Magnesium, in weight percent, determined by 60 Element ICP-OES-MS, Sodium Peroxide Fusion (C_ICPOES_MS-60). Expected GRM values below or above normal detection limits may be expressed with a 'less than' (<) or 'greater than' (>) symbol, respectively. A blank or NULL value indicates that no data are available.",weight percent (% or pct)
609,QAQC_Values,P_pct_ICP60,"Phosphorous, in weight percent, determined by 60 Element ICP-OES-MS, Sodium Peroxide Fusion (C_ICPOES_MS-60). Expected GRM values below or above normal detection limits may be expressed with a 'less than' (<) or 'greater than' (>) symbol, respectively. A blank or NULL value indicates that no data are available.",weight percent (% or pct)
610,QAQC_Values,S_pct_ICP60,"Sulfur, in weight percent, determined by 60 Element ICP-OES-MS, Sodium Peroxide Fusion (C_ICPOES_MS-60). Expected GRM values below or above normal detection limits may be expressed with a 'less than' (<) or 'greater than' (>) symbol, respectively. A blank or NULL value indicates that no data are available.",weight percent (% or pct)
611,QAQC_Values,Si_pct_ICP60,"Silicon, in weight percent, determined by 60 Element ICP-OES-MS, Sodium Peroxide Fusion (C_ICPOES_MS-60). Expected GRM values below or above normal detection limits may be expressed with a 'less than' (<) or 'greater than' (>) symbol, respectively. A blank or NULL value indicates that no data are available.",weight percent (% or pct)
612,QAQC_Values,Ti_pct_ICP60,"Titanium, in weight percent, determined by 60 Element ICP-OES-MS, Sodium Peroxide Fusion (C_ICPOES_MS-60). Expected GRM values below or above normal detection limits may be expressed with a 'less than' (<) or 'greater than' (>) symbol, respectively. A blank or NULL value indicates that no data are available.",weight percent (% or pct)
613,QAQC_Values,Ag_ppm_ICP60,"Silver, in parts per million by weight, determined by 60 Element ICP-OES-MS, Sodium Peroxide Fusion (C_ICPOES_MS-60). Expected GRM values below or above normal detection limits may be expressed with a 'less than' (<) or 'greater than' (>) symbol, respectively. A blank or NULL value indicates that no data are available.",parts per million by weight (ppm)
614,QAQC_Values,As_ppm_ICP60,"Arsenic, in parts per million by weight, determined by 60 Element ICP-OES-MS, Sodium Peroxide Fusion (C_ICPOES_MS-60). Expected GRM values below or above normal detection limits may be expressed with a 'less than' (<) or 'greater than' (>) symbol, respectively. A blank or NULL value indicates that no data are available.",parts per million by weight (ppm)
615,QAQC_Values,B_ppm_ICP60,"Boron, in parts per million by weight, determined by 60 Element ICP-OES-MS, Sodium Peroxide Fusion (C_ICPOES_MS-60). Expected GRM values below or above normal detection limits may be expressed with a 'less than' (<) or 'greater than' (>) symbol, respectively. A blank or NULL value indicates that no data are available.",parts per million by weight (ppm)
616,QAQC_Values,Ba_ppm_ICP60,"Barium, in parts per million by weight, determined by 60 Element ICP-OES-MS, Sodium Peroxide Fusion (C_ICPOES_MS-60). Expected GRM values below or above normal detection limits may be expressed with a 'less than' (<) or 'greater than' (>) symbol, respectively. A blank or NULL value indicates that no data are available.",parts per million by weight (ppm)
617,QAQC_Values,Be_ppm_ICP60,"Beryllium, in parts per million by weight, determined by 60 Element ICP-OES-MS, Sodium Peroxide Fusion (C_ICPOES_MS-60). Expected GRM values below or above normal detection limits may be expressed with a 'less than' (<) or 'greater than' (>) symbol, respectively. A blank or NULL value indicates that no data are available.",parts per million by weight (ppm)
618,QAQC_Values,Bi_ppm_ICP60,"Bismuth, in parts per million by weight, determined by 60 Element ICP-OES-MS, Sodium Peroxide Fusion (C_ICPOES_MS-60). Expected GRM values below or above normal detection limits may be expressed with a 'less than' (<) or 'greater than' (>) symbol, respectively. A blank or NULL value indicates that no data are available.",parts per million by weight (ppm)
619,QAQC_Values,Cd_ppm_ICP60,"Cadmium, in parts per million by weight, determined by 60 Element ICP-OES-MS, Sodium Peroxide Fusion (C_ICPOES_MS-60). Expected GRM values below or above normal detection limits may be expressed with a 'less than' (<) or 'greater than' (>) symbol, respectively. A blank or NULL value indicates that no data are available.",parts per million by weight (ppm)
620,QAQC_Values,Ce_ppm_ICP60,"Cerium, in parts per million by weight, determined by 60 Element ICP-OES-MS, Sodium Peroxide Fusion (C_ICPOES_MS-60). Expected GRM values below or above normal detection limits may be expressed with a 'less than' (<) or 'greater than' (>) symbol, respectively. A blank or NULL value indicates that no data are available.",parts per million by weight (ppm)
621,QAQC_Values,Co_ppm_ICP60,"Cobalt, in parts per million by weight, determined by 60 Element ICP-OES-MS, Sodium Peroxide Fusion (C_ICPOES_MS-60). Expected GRM values below or above normal detection limits may be expressed with a 'less than' (<) or 'greater than' (>) symbol, respectively. A blank or NULL value indicates that no data are available.",parts per million by weight (ppm)
622,QAQC_Values,Cr_ppm_ICP60,"Chromium, in parts per million by weight, determined by 60 Element ICP-OES-MS, Sodium Peroxide Fusion (C_ICPOES_MS-60). Expected GRM values below or above normal detection limits may be expressed with a 'less than' (<) or 'greater than' (>) symbol, respectively. A blank or NULL value indicates that no data are available.",parts per million by weight (ppm)
623,QAQC_Values,Cs_ppm_ICP60,"Cesium, in parts per million by weight, determined by 60 Element ICP-OES-MS, Sodium Peroxide Fusion (C_ICPOES_MS-60). Expected GRM values below or above normal detection limits may be expressed with a 'less than' (<) or 'greater than' (>) symbol, respectively. A blank or NULL value indicates that no data are available.",parts per million by weight (ppm)
624,QAQC_Values,Cu_ppm_ICP60,"Copper, in parts per million by weight, determined by 60 Element ICP-OES-MS, Sodium Peroxide Fusion (C_ICPOES_MS-60). Expected GRM values below or above normal detection limits may be expressed with a 'less than' (<) or 'greater than' (>) symbol, respectively. A blank or NULL value indicates that no data are available.",parts per million by weight (ppm)
625,QAQC_Values,Dy_ppm_ICP60,"Dysprosium, in parts per million by weight, determined by 60 Element ICP-OES-MS, Sodium Peroxide Fusion (C_ICPOES_MS-60). Expected GRM values below or above normal detection limits may be expressed with a 'less than' (<) or 'greater than' (>) symbol, respectively. A blank or NULL value indicates that no data are available.",parts per million by weight (ppm)
626,QAQC_Values,Er_ppm_ICP60,"Erbium, in parts per million by weight, determined by 60 Element ICP-OES-MS, Sodium Peroxide Fusion (C_ICPOES_MS-60). Expected GRM values below or above normal detection limits may be expressed with a 'less than' (<) or 'greater than' (>) symbol, respectively. A blank or NULL value indicates that no data are available.",parts per million by weight (ppm)
627,QAQC_Values,Eu_ppm_ICP60,"Europium, in parts per million by weight, determined by 60 Element ICP-OES-MS, Sodium Peroxide Fusion (C_ICPOES_MS-60). Expected GRM values below or above normal detection limits may be expressed with a 'less than' (<) or 'greater than' (>) symbol, respectively. A blank or NULL value indicates that no data are available.",parts per million by weight (ppm)
628,QAQC_Values,Ga_ppm_ICP60,"Gallium, in parts per million by weight, determined by 60 Element ICP-OES-MS, Sodium Peroxide Fusion (C_ICPOES_MS-60). Expected GRM values below or above normal detection limits may be expressed with a 'less than' (<) or 'greater than' (>) symbol, respectively. A blank or NULL value indicates that no data are available.",parts per million by weight (ppm)
629,QAQC_Values,Gd_ppm_ICP60,"Gadolinium, in parts per million by weight, determined by 60 Element ICP-OES-MS, Sodium Peroxide Fusion (C_ICPOES_MS-60). Expected GRM values below or above normal detection limits may be expressed with a 'less than' (<) or 'greater than' (>) symbol, respectively. A blank or NULL value indicates that no data are available.",parts per million by weight (ppm)
630,QAQC_Values,Ge_ppm_ICP60,"Germanium, in parts per million by weight, determined by 60 Element ICP-OES-MS, Sodium Peroxide Fusion (C_ICPOES_MS-60). Expected GRM values below or above normal detection limits may be expressed with a 'less than' (<) or 'greater than' (>) symbol, respectively. A blank or NULL value indicates that no data are available.",parts per million by weight (ppm)
631,QAQC_Values,Hf_ppm_ICP60,"Hafnium, in parts per million by weight, determined by 60 Element ICP-OES-MS, Sodium Peroxide Fusion (C_ICPOES_MS-60). Expected GRM values below or above normal detection limits may be expressed with a 'less than' (<) or 'greater than' (>) symbol, respectively. A blank or NULL value indicates that no data are available.",parts per million by weight (ppm)
632,QAQC_Values,Ho_ppm_ICP60,"Holmium, in parts per million by weight, determined by 60 Element ICP-OES-MS, Sodium Peroxide Fusion (C_ICPOES_MS-60). Expected GRM values below or above normal detection limits may be expressed with a 'less than' (<) or 'greater than' (>) symbol, respectively. A blank or NULL value indicates that no data are available.",parts per million by weight (ppm)
633,QAQC_Values,In_ppm_ICP60,"Indium, in parts per million by weight, determined by 60 Element ICP-OES-MS, Sodium Peroxide Fusion (C_ICPOES_MS-60). Expected GRM values below or above normal detection limits may be expressed with a 'less than' (<) or 'greater than' (>) symbol, respectively. A blank or NULL value indicates that no data are available.",parts per million by weight (ppm)
634,QAQC_Values,La_ppm_ICP60,"Lanthanum, in parts per million by weight, determined by 60 Element ICP-OES-MS, Sodium Peroxide Fusion (C_ICPOES_MS-60). Expected GRM values below or above normal detection limits may be expressed with a 'less than' (<) or 'greater than' (>) symbol, respectively. A blank or NULL value indicates that no data are available.",parts per million by weight (ppm)
635,QAQC_Values,Li_ppm_ICP60,"Lithium, in parts per million by weight, determined by 60 Element ICP-OES-MS, Sodium Peroxide Fusion (C_ICPOES_MS-60). Expected GRM values below or above normal detection limits may be expressed with a 'less than' (<) or 'greater than' (>) symbol, respectively. A blank or NULL value indicates that no data are available.",parts per million by weight (ppm)
636,QAQC_Values,Lu_ppm_ICP60,"Lutetium, in parts per million by weight, determined by 60 Element ICP-OES-MS, Sodium Peroxide Fusion (C_ICPOES_MS-60). Expected GRM values below or above normal detection limits may be expressed with a 'less than' (<) or 'greater than' (>) symbol, respectively. A blank or NULL value indicates that no data are available.",parts per million by weight (ppm)
637,QAQC_Values,Mn_ppm_ICP60,"Manganese, in parts per million by weight, determined by 60 Element ICP-OES-MS, Sodium Peroxide Fusion (C_ICPOES_MS-60). Expected GRM values below or above normal detection limits may be expressed with a 'less than' (<) or 'greater than' (>) symbol, respectively. A blank or NULL value indicates that no data are available.",parts per million by weight (ppm)
638,QAQC_Values,Mo_ppm_ICP60,"Molybdenum, in parts per million by weight, determined by 60 Element ICP-OES-MS, Sodium Peroxide Fusion (C_ICPOES_MS-60). Expected GRM values below or above normal detection limits may be expressed with a 'less than' (<) or 'greater than' (>) symbol, respectively. A blank or NULL value indicates that no data are available.",parts per million by weight (ppm)
639,QAQC_Values,Nb_ppm_ICP60,"Niobium, in parts per million by weight, determined by 60 Element ICP-OES-MS, Sodium Peroxide Fusion (C_ICPOES_MS-60). Expected GRM values below or above normal detection limits may be expressed with a 'less than' (<) or 'greater than' (>) symbol, respectively. A blank or NULL value indicates that no data are available.",parts per million by weight (ppm)
640,QAQC_Values,Nd_ppm_ICP60,"Neodymium, in parts per million by weight, determined by 60 Element ICP-OES-MS, Sodium Peroxide Fusion (C_ICPOES_MS-60). Expected GRM values below or above normal detection limits may be expressed with a 'less than' (<) or 'greater than' (>) symbol, respectively. A blank or NULL value indicates that no data are available.",parts per million by weight (ppm)
641,QAQC_Values,Ni_ppm_ICP60,"Nickel, in parts per million by weight, determined by 60 Element ICP-OES-MS, Sodium Peroxide Fusion (C_ICPOES_MS-60). Expected GRM values below or above normal detection limits may be expressed with a 'less than' (<) or 'greater than' (>) symbol, respectively. A blank or NULL value indicates that no data are available.",parts per million by weight (ppm)
642,QAQC_Values,Pb_ppm_ICP60,"Lead, in parts per million by weight, determined by 60 Element ICP-OES-MS, Sodium Peroxide Fusion (C_ICPOES_MS-60). Expected GRM values below or above normal detection limits may be expressed with a 'less than' (<) or 'greater than' (>) symbol, respectively. A blank or NULL value indicates that no data are available.",parts per million by weight (ppm)
643,QAQC_Values,Pr_ppm_ICP60,"Praseodymium, in parts per million by weight, determined by 60 Element ICP-OES-MS, Sodium Peroxide Fusion (C_ICPOES_MS-60). Expected GRM values below or above normal detection limits may be expressed with a 'less than' (<) or 'greater than' (>) symbol, respectively. A blank or NULL value indicates that no data are available.",parts per million by weight (ppm)
644,QAQC_Values,Rb_ppm_ICP60,"Rubidium, in parts per million by weight, determined by 60 Element ICP-OES-MS, Sodium Peroxide Fusion (C_ICPOES_MS-60). Expected GRM values below or above normal detection limits may be expressed with a 'less than' (<) or 'greater than' (>) symbol, respectively. A blank or NULL value indicates that no data are available.",parts per million by weight (ppm)
645,QAQC_Values,Re_ppm_ICP60,"Rhenium, in parts per million by weight, determined by 60 Element ICP-OES-MS, Sodium Peroxide Fusion (C_ICPOES_MS-60). Expected GRM values below or above normal detection limits may be expressed with a 'less than' (<) or 'greater than' (>) symbol, respectively. A blank or NULL value indicates that no data are available.",parts per million by weight (ppm)
646,QAQC_Values,Sb_ppm_ICP60,"Antimony, in parts per million by weight, determined by 60 Element ICP-OES-MS, Sodium Peroxide Fusion (C_ICPOES_MS-60). Expected GRM values below or above normal detection limits may be expressed with a 'less than' (<) or 'greater than' (>) symbol, respectively. A blank or NULL value indicates that no data are available.",parts per million by weight (ppm)
647,QAQC_Values,Sc_ppm_ICP60,"Scandium, in parts per million by weight, determined by 60 Element ICP-OES-MS, Sodium Peroxide Fusion (C_ICPOES_MS-60). Expected GRM values below or above normal detection limits may be expressed with a 'less than' (<) or 'greater than' (>) symbol, respectively. A blank or NULL value indicates that no data are available.",parts per million by weight (ppm)
648,QAQC_Values,Se_ppm_ICP60,"Selenium, in parts per million by weight, determined by 60 Element ICP-OES-MS, Sodium Peroxide Fusion (C_ICPOES_MS-60). Expected GRM values below or above normal detection limits may be expressed with a 'less than' (<) or 'greater than' (>) symbol, respectively. A blank or NULL value indicates that no data are available.",parts per million by weight (ppm)
649,QAQC_Values,Sm_ppm_ICP60,"Samarium, in parts per million by weight, determined by 60 Element ICP-OES-MS, Sodium Peroxide Fusion (C_ICPOES_MS-60). Expected GRM values below or above normal detection limits may be expressed with a 'less than' (<) or 'greater than' (>) symbol, respectively. A blank or NULL value indicates that no data are available.",parts per million by weight (ppm)
650,QAQC_Values,Sn_ppm_ICP60,"Tin, in parts per million by weight, determined by 60 Element ICP-OES-MS, Sodium Peroxide Fusion (C_ICPOES_MS-60). Expected GRM values below or above normal detection limits may be expressed with a 'less than' (<) or 'greater than' (>) symbol, respectively. A blank or NULL value indicates that no data are available.",parts per million by weight (ppm)
651,QAQC_Values,Sr_ppm_ICP60,"Strontium, in parts per million by weight, determined by 60 Element ICP-OES-MS, Sodium Peroxide Fusion (C_ICPOES_MS-60). Expected GRM values below or above normal detection limits may be expressed with a 'less than' (<) or 'greater than' (>) symbol, respectively. A blank or NULL value indicates that no data are available.",parts per million by weight (ppm)
652,QAQC_Values,Ta_ppm_ICP60,"Tantalum, in parts per million by weight, determined by 60 Element ICP-OES-MS, Sodium Peroxide Fusion (C_ICPOES_MS-60). Expected GRM values below or above normal detection limits may be expressed with a 'less than' (<) or 'greater than' (>) symbol, respectively. A blank or NULL value indicates that no data are available.",parts per million by weight (ppm)
653,QAQC_Values,Tb_ppm_ICP60,"Terbium, in parts per million by weight, determined by 60 Element ICP-OES-MS, Sodium Peroxide Fusion (C_ICPOES_MS-60). Expected GRM values below or above normal detection limits may be expressed with a 'less than' (<) or 'greater than' (>) symbol, respectively. A blank or NULL value indicates that no data are available.",parts per million by weight (ppm)
654,QAQC_Values,Te_ppm_ICP60,"Tellurium, in parts per million by weight, determined by 60 Element ICP-OES-MS, Sodium Peroxide Fusion (C_ICPOES_MS-60). Expected GRM values below or above normal detection limits may be expressed with a 'less than' (<) or 'greater than' (>) symbol, respectively. A blank or NULL value indicates that no data are available.",parts per million by weight (ppm)
655,QAQC_Values,Th_ppm_ICP60,"Thorium, in parts per million by weight, determined by 60 Element ICP-OES-MS, Sodium Peroxide Fusion (C_ICPOES_MS-60). Expected GRM values below or above normal detection limits may be expressed with a 'less than' (<) or 'greater than' (>) symbol, respectively. A blank or NULL value indicates that no data are available.",parts per million by weight (ppm)
656,QAQC_Values,Tl_ppm_ICP60,"Thallium, in parts per million by weight, determined by 60 Element ICP-OES-MS, Sodium Peroxide Fusion (C_ICPOES_MS-60). Expected GRM values below or above normal detection limits may be expressed with a 'less than' (<) or 'greater than' (>) symbol, respectively. A blank or NULL value indicates that no data are available.",parts per million by weight (ppm)
657,QAQC_Values,Tm_ppm_ICP60,"Thulium, in parts per million by weight, determined by 60 Element ICP-OES-MS, Sodium Peroxide Fusion (C_ICPOES_MS-60). Expected GRM values below or above normal detection limits may be expressed with a 'less than' (<) or 'greater than' (>) symbol, respectively. A blank or NULL value indicates that no data are available.",parts per million by weight (ppm)
658,QAQC_Values,U_ppm_ICP60,"Uranium, in parts per million by weight, determined by 60 Element ICP-OES-MS, Sodium Peroxide Fusion (C_ICPOES_MS-60). Expected GRM values below or above normal detection limits may be expressed with a 'less than' (<) or 'greater than' (>) symbol, respectively. A blank or NULL value indicates that no data are available.",parts per million by weight (ppm)
659,QAQC_Values,V_ppm_ICP60,"Vanadium, in parts per million by weight, determined by 60 Element ICP-OES-MS, Sodium Peroxide Fusion (C_ICPOES_MS-60). Expected GRM values below or above normal detection limits may be expressed with a 'less than' (<) or 'greater than' (>) symbol, respectively. A blank or NULL value indicates that no data are available.",parts per million by weight (ppm)
660,QAQC_Values,W_ppm_ICP60,"Tungsten, in parts per million by weight, determined by 60 Element ICP-OES-MS, Sodium Peroxide Fusion (C_ICPOES_MS-60). Expected GRM values below or above normal detection limits may be expressed with a 'less than' (<) or 'greater than' (>) symbol, respectively. A blank or NULL value indicates that no data are available.",parts per million by weight (ppm)
661,QAQC_Values,Y_ppm_ICP60,"Yttrium, in parts per million by weight, determined by 60 Element ICP-OES-MS, Sodium Peroxide Fusion (C_ICPOES_MS-60). Expected GRM values below or above normal detection limits may be expressed with a 'less than' (<) or 'greater than' (>) symbol, respectively. A blank or NULL value indicates that no data are available.",parts per million by weight (ppm)
662,QAQC_Values,Yb_ppm_ICP60,"Ytterbium, in parts per million by weight, determined by 60 Element ICP-OES-MS, Sodium Peroxide Fusion (C_ICPOES_MS-60). Expected GRM values below or above normal detection limits may be expressed with a 'less than' (<) or 'greater than' (>) symbol, respectively. A blank or NULL value indicates that no data are available.",parts per million by weight (ppm)
663,QAQC_Values,Zn_ppm_ICP60,"Zinc, in parts per million by weight, determined by 60 Element ICP-OES-MS, Sodium Peroxide Fusion (C_ICPOES_MS-60). Expected GRM values below or above normal detection limits may be expressed with a 'less than' (<) or 'greater than' (>) symbol, respectively. A blank or NULL value indicates that no data are available.",parts per million by weight (ppm)
664,QAQC_Values,Zr_ppm_ICP60,"Zirconium, in parts per million by weight, determined by 60 Element ICP-OES-MS, Sodium Peroxide Fusion (C_ICPOES_MS-60). Expected GRM values below or above normal detection limits may be expressed with a 'less than' (<) or 'greater than' (>) symbol, respectively. A blank or NULL value indicates that no data are available.",parts per million by weight (ppm)
665,QAQC_Values,Al_pct_AR,"Aluminum, in weight percent, determined by ICP-OES-MS after an Aqua Regia Digestion (C_AQUA_REGIA). Expected GRM values below or above normal detection limits may be expressed with a 'less than' (<) or 'greater than' (>) symbol, respectively. A blank or NULL value indicates that no data are available.",weight percent (% or pct)
666,QAQC_Values,Ca_pct_AR,"Calcium, in weight percent, determined by ICP-OES-MS after an Aqua Regia Digestion (C_AQUA_REGIA). Expected GRM values below or above normal detection limits may be expressed with a 'less than' (<) or 'greater than' (>) symbol, respectively. A blank or NULL value indicates that no data are available.",weight percent (% or pct)
667,QAQC_Values,Fe_pct_AR,"Iron, in weight percent, determined by ICP-OES-MS after an Aqua Regia Digestion (C_AQUA_REGIA). Expected GRM values below or above normal detection limits may be expressed with a 'less than' (<) or 'greater than' (>) symbol, respectively. A blank or NULL value indicates that no data are available.",weight percent (% or pct)
668,QAQC_Values,K_pct_AR,"Potassium, in weight percent, determined by ICP-OES-MS after an Aqua Regia Digestion (C_AQUA_REGIA). Expected GRM values below or above normal detection limits may be expressed with a 'less than' (<) or 'greater than' (>) symbol, respectively. A blank or NULL value indicates that no data are available.",weight percent (% or pct)
669,QAQC_Values,Mg_pct_AR,"Magnesium, in weight percent, determined by ICP-OES-MS after an Aqua Regia Digestion (C_AQUA_REGIA). Expected GRM values below or above normal detection limits may be expressed with a 'less than' (<) or 'greater than' (>) symbol, respectively. A blank or NULL value indicates that no data are available.",weight percent (% or pct)
